"개방자치단체코드","관리번호","인허가일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3030000","3030000-104-2021-00015","2021-02-02              ","01","영업/정상","01","영업","                        ","","66.00","133-832   ","서울특별시 성동구 성수동2가 281-16 일신건영휴먼테코 ","서울특별시 성동구 아차산로17길 57, 1층 101호 (성수동2가)","04799","빽다방 화양사거리점","2021-02-02 11:09:48","I","2025-12-15 16:15:28","커피숍","205753.250469411    ","449482.033814702    ","커피숍","","","","","","","","","","","","","N","66","","",""
"3030000","3030000-104-2018-00155","2018-10-15              ","03","폐업","02","폐업","2020-12-23              ","0264546117","64.46","133-866   ","서울특별시 성동구 행당동 155-1 서울숲 더샵 ","서울특별시 성동구 왕십리로 241, 201동 제지1층 101호 (행당동, 서울숲 더샵)","04765","오직,그대만,티앤펑","2020-12-23 16:21:03","I","2025-12-15 16:15:28","커피숍","203481.628249668    ","450468.773302861    ","커피숍","","","","","","","","","","","","","N","64.46","","",""
"3030000","3030000-104-2018-00159","2018-10-18              ","03","폐업","02","폐업","2019-07-08              ","","36.08","133-828   ","서울특별시 성동구 성수동2가 532-8 ","서울특별시 성동구 성덕정길 98, 1층 (성수동2가)","04776","언니커피","2019-07-08 17:21:58","I","2025-12-15 16:15:28","커피숍","204742.348908313    ","448353.87459855     ","커피숍","","","","","","","","","","","","","N","36.08","","",""
"3030000","3030000-104-2013-00016","2013-02-26              ","01","영업/정상","01","영업","                        ","07041427424","134.31","133-100   ","서울특별시 성동구 옥수동 561 래미안 옥수 리버젠 상가 ","서울특별시 성동구 독서당로 223, B401,B402호 (옥수동)","04733","투썸플레이스옥수리버젠점","2021-09-30 15:08:54","I","2025-12-15 16:15:28","커피숍","201153.981577199    ","449188.97052419     ","커피숍","","","","","","","","","","","","","N","134.31","","",""
"3030000","3030000-104-2022-00169","2022-07-15              ","01","영업/정상","01","영업","                        ","","15.57","133-827   ","서울특별시 성동구 성수동2가 310-21 ","서울특별시 성동구 성수일로4길 45, 1층 (성수동2가)","04781","파케파케","2024-01-22 13:55:07","I","2025-12-15 16:15:28","커피숍","204686.053363289    ","448895.720120043    ","커피숍","","","","","","","","","","","","","N","15.57","","",""
"3030000","3030000-104-2022-00115","2022-08-30              ","01","영업/정상","01","영업","                        ","","26.00","133-829   ","서울특별시 성동구 성수동2가 573-7 ","서울특별시 성동구 성덕정길 127, 1층 (성수동2가)","04777","후피","2022-08-30 15:17:57","I","2025-12-15 16:15:28","커피숍","205017.047053155    ","448277.387756454    ","커피숍","","","","","","","","","","","","","N","26","","",""
"3030000","3030000-104-2017-00153","2017-08-25              ","03","폐업","02","폐업","2017-09-12              ","15222536","56.12","133-831   ","서울특별시 성동구 성수동2가 273-13 에스팩토리 1층 c101~c102 ","서울특별시 성동구 연무장15길 11, 1층 c101~c102호 (성수동2가, 에스팩토리)","04783","티라레미수 성수에스팩토리점","2017-09-12 11:10:16","I","2025-12-15 16:15:28","커피숍","205167.535545926    ","448920.682564138    ","커피숍","","","","","","","","","","","","","N","56.12","","",""
"3030000","3030000-104-2022-00141","2022-10-20              ","01","영업/정상","01","영업","                        ","0222990607","9.67","133-817   ","서울특별시 성동구 사근동 110 한양여자대학 ","서울특별시 성동구 살곶이길 200, 한양여자대학교 행원파크 지1층 110호 (사근동)","04763","OHU(오후카페)","2022-10-20 17:20:34","I","2025-12-15 16:15:28","커피숍","204117.965772206    ","450608.519334481    ","커피숍","","","","","","","","","","","","","N","9.67","","",""
"3030000","3030000-104-2018-00108","2018-06-29              ","03","폐업","02","폐업","2025-06-20              ","0222429161","40.00","133-849   ","서울특별시 성동구 용답동 77-1 제일아카데미 ","서울특별시 성동구 용답중앙11길 12, 제일아카데미 1층 (용답동)","04804","롱블랙","2025-06-20 16:24:00","I","2025-12-15 16:15:28","커피숍","204524.105078386    ","451506.065126915    ","커피숍","","","","","","","","","","","","","N","40","","",""
"3030000","3030000-104-2019-00158","2019-11-12              ","03","폐업","02","폐업","2022-12-15              ","","157.50","133-823   ","서울특별시 성동구 성수동1가 656-335 ","서울특별시 성동구 왕십리로 50, 3층 (성수동1가)","04778","벤투스커피 메가박스 성수점","2022-12-15 16:35:49","I","2025-12-15 16:15:28","커피숍","203903.353552789    ","448846.820248719    ","커피숍","","","","","","","","","","","","","Y","157.5","","",""
"3030000","3030000-104-2019-00150","2019-10-29              ","03","폐업","02","폐업","2023-05-16              ","","64.84","133-881   ","서울특별시 성동구 홍익동 406 ","서울특별시 성동구 무학로 24-1, 1층 (홍익동)","04707","퍼피커피(PUPPY COFFEE)","2023-05-16 10:17:03","I","2025-12-15 16:15:28","커피숍","202608.100791593    ","451568.429768511    ","커피숍","","","","","","","","","","","","","N","64.84","","",""
"3030000","3030000-104-2010-00056","2010-09-29              ","03","폐업","02","폐업","2012-06-14              ","","16.50","133-848   ","서울특별시 성동구 용답동 61-3 지상1층 ","서울특별시 성동구 용답중앙15길 15-2 (용답동,지상1층)","04804","카페스다(CAFE'S DA)","2010-09-29 17:17:16","I","2025-12-15 16:15:28","커피숍","204705.724289455    ","451405.160511712    ","커피숍","","","","","","","","","","","","","N","16.5","","",""
"3030000","3030000-104-2013-00021","2013-03-25              ","03","폐업","02","폐업","2014-11-25              ","","33.00","133-848   ","서울특별시 성동구 용답동 51-1 ","서울특별시 성동구 용답19길 7, 지상1층 (용답동)","04804","가비라떼","2013-03-25 15:13:03","I","2025-12-15 16:15:28","커피숍","204504.213746571    ","451191.710911341    ","커피숍","","","","","","","","","","","","","N","33","","",""
"3030000","3030000-104-2021-00138","2021-10-05              ","03","폐업","02","폐업","2025-03-31              ","","20.33","133-819   ","서울특별시 성동구 성수동1가 86-3 ","서울특별시 성동구 성덕정길 39-1, 1층 (성수동1가)","04774","애즈웰커피","2025-03-31 11:12:27","I","2025-12-15 16:15:28","커피숍","204181.633965951    ","448510.446826002    ","커피숍","","","","","","","","","","","","","N","20.33","","",""
"3030000","3030000-104-2013-00029","2013-04-23              ","03","폐업","02","폐업","2021-05-11              ","","57.90","133-822   ","서울특별시 성동구 성수동1가 13-117 뚝섬리버빌 104,105호 지상1층 ","서울특별시 성동구 성수일로11길 15, 지상1층 104,105호 (성수동1가, 뚝섬리버빌)","04790","크로스빈 (CROSS BEAN)","2021-05-11 09:27:47","I","2025-12-15 16:15:28","커피숍","204334.881351715    ","449693.533861702    ","커피숍","","","","","","","","","","","","","N","57.9","","",""
"3030000","3030000-104-2013-00025","2013-04-12              ","03","폐업","02","폐업","2019-05-02              ","0234099781","231.00","133-832   ","서울특별시 성동구 성수동2가 277-61 예림출판문화센터 지상1층 ","서울특별시 성동구 아차산로 153, 지상1층 (성수동2가, 예림출판문화센터)","04798","쉬어가는 페이지","2019-05-02 14:55:32","I","2025-12-15 16:15:28","커피숍","205323.968609483    ","449023.939543838    ","커피숍","","","","","","","","","","","","","N","231","","",""
"3030000","3030000-104-2021-00095","2021-07-05              ","03","폐업","02","폐업","2021-07-19              ","025163639","82.60","133-837   ","서울특별시 성동구 송정동 99-7 ","서울특별시 성동구 동일로 307, 1층 (송정동)","04800","일이","2021-07-19 09:16:01","I","2025-12-15 16:15:28","커피숍","206382.157826605    ","450718.094951561    ","커피숍","","","","","","","","","","","","","N","82.6","","",""
"3030000","3030000-104-2020-00079","2020-06-25              ","01","영업/정상","01","영업","                        ","","59.49","133-924   ","서울특별시 성동구 성수동1가 656-1214 ","서울특별시 성동구 성수일로1길 18, 지하1층 (성수동1가)","04779","오카보카커피","2022-05-06 10:32:12","I","2025-12-15 16:15:28","커피숍","204066.498641606    ","448880.788985092    ","커피숍","","","","","","","","","","","","","N","59.49","","",""
"3030000","3030000-104-2015-00017","2015-02-27              ","03","폐업","02","폐업","2020-04-08              ","","13.90","133-070   ","서울특별시 성동구 행당동 산 17 ","서울특별시 성동구 왕십리로 206 (행당동, 한양대역 구내)","04763","더베이크 한양대역점","2020-04-08 09:44:28","I","2025-12-15 16:15:28","커피숍","                    ","                    ","커피숍","","","","","","","","","","","","","N","13.9","","",""
"3030000","3030000-104-2012-00046","2012-06-15              ","03","폐업","02","폐업","2017-01-06              ","","17.67","133-834   ","서울특별시 성동구 성수동2가 289-205 ","서울특별시 성동구 아차산로7길 42, 1층 (성수동2가, 289-205)","04795","올리빈카페","2016-04-15 15:32:00","I","2025-12-15 16:15:28","커피숍","204866.449179166    ","449600.206908834    ","커피숍","","","","","","","","","","","","","N","17.67","","",""
"3030000","3030000-104-2013-00070","2013-06-18              ","03","폐업","02","폐업","2015-12-28              ","","18.18","133-868   ","서울특별시 성동구 행당동 317-52 지상1층 ","서울특별시 성동구 행당로 129, 지상1층 (행당동)","04714","버블유","2015-12-29 14:04:23","I","2025-12-15 16:15:28","커피숍","202871.454797337    ","450692.762337555    ","커피숍","","","","","","","","","","","","","N","18.18","","",""
"3030000","3030000-104-2013-00082","2013-07-19              ","01","영업/정상","01","영업","                        ","0222984485","47.56","133-070   ","서울특별시 성동구 행당동 346 ","서울특별시 성동구 행당로 84, 128호 (행당동, 한진종합상가)","04717","커피에반하다 행당점","2019-05-15 16:18:31","I","2025-12-15 16:15:28","커피숍","202511.142930696    ","450401.303715561    ","커피숍","","","주택가주변","","","","","","","","","","N","47.56","","",""
"3030000","3030000-104-2012-00042","2012-05-17              ","03","폐업","02","폐업","2012-10-15              ","","13.39","133-827   ","서울특별시 성동구 성수동2가 325-14 ","서울특별시 성동구 성수이로 60-1, 1층 (성수동2가, 325-14)","     ","카페메이(CAFE MAY)","2012-05-23 16:07:55","I","2025-12-15 16:15:28","커피숍","204850.586666667    ","448691.472666666    ","커피숍","","","","","","","","","","","","","N","13.39","","",""
"3030000","3030000-104-2022-00035","2022-03-21              ","03","폐업","02","폐업","2022-05-02              ","","46.00","133-809   ","서울특별시 성동구 금호동4가 635 ","서울특별시 성동구 독서당로46가길 4, 지1층 (금호동4가)","04737","크로플각","2022-05-02 15:25:18","I","2025-12-15 16:15:28","커피숍","201709.047391085    ","449394.726048691    ","커피숍","","","","","","","","","","","","","N","46","","",""
"3030000","3030000-104-2023-00152","2023-11-13              ","01","영업/정상","01","영업","                        ","","11.90","133-835   ","서울특별시 성동구 성수동2가 301-99 ","서울특별시 성동구 연무장3길 3, 1층 (성수동2가)","04782","뉴믹스커피","2025-11-11 16:34:52","I","2025-12-15 16:15:28","커피숍","204461.189742653    ","449081.133364499    ","커피숍","","","","","","","","","","","","","N","11.9","","",""
"3030000","3030000-104-2004-00003","2004-01-17              ","03","폐업","02","폐업","2007-01-09              ","0222815435","62.04","133-862   ","서울특별시 성동구 행당동 28-11 (1층) ","","     ","모짜르트","2004-05-07 00:00:00","I","2025-12-15 16:15:28","커피숍","203611.187582954    ","450567.806928571    ","커피숍","0","0","","","","","","","","","","","N","62.04","","",""
"3030000","3030000-104-2023-00024","2023-02-10              ","03","폐업","02","폐업","2025-12-18              ","","109.57","133-832   ","서울특별시 성동구 성수동2가 277-118 shenb빌딩 ","서울특별시 성동구 성수이로 148, shenb빌딩 1층 (성수동2가)","04796","선아커피","2025-12-18 12:21:57","I","2025-12-20 02:40:00","커피숍","205081.105327282    ","449538.019578154    ","커피숍","","","","","","","","","","","","","N","109.57","","",""
"3030000","3030000-104-2006-00009","2006-05-15              ","03","폐업","02","폐업","2025-12-17              ","","8.57","133-844   ","서울특별시 성동구 옥수동 436 극동그린아파트 ","서울특별시 성동구 독서당로 173, 극동그린아파트상가 104-1호 (옥수동)","04732","모스앤몰리","2025-12-17 15:29:25","I","2025-12-19 02:40:00","커피숍","200813.000885632    ","448855.573036243    ","커피숍","","","","","","","","","","","","","N","8.57","","",""
"3030000","3030000-104-2018-00109","2018-06-29              ","01","영업/정상","01","영업","                        ","","85.36","133-819   ","서울특별시 성동구 성수동1가 27-3 ","서울특별시 성동구 성수일로4길 12, 1층 (성수동1가)","04780","카페어게인","2021-01-27 10:22:41","I","2025-12-15 16:15:28","커피숍","204346.684848833    ","448900.565060521    ","커피숍","","","","","","","","","","","","","N","85.36","","",""
"3030000","3030000-104-2019-00113","2019-08-16              ","03","폐업","02","폐업","2022-05-31              ","","17.25","133-832   ","서울특별시 성동구 성수동2가 277-21 (주) 신도리코 서울본사 ","서울특별시 성동구 성수이로24길 3, A동 1층 (성수동2가)","04797","CJ프레시웨이 신도리코카페","2022-05-31 17:15:38","I","2025-12-15 16:15:28","커피숍","                    ","                    ","커피숍","","","","","","","","","","","","","N","17.25","","",""
"3030000","3030000-104-2024-00017","2024-02-14              ","03","폐업","02","폐업","2026-01-26              ","","39.78","133-924   ","서울특별시 성동구 성수동1가 656-987 ","서울특별시 성동구 왕십리로8길 19-6, 1층 102호 (성수동1가)","04778","하우스워밍(HOUSWARMING)","2026-01-26 14:00:36","I","2026-01-27 22:18:00","커피숍","204080.476272161    ","449333.683531045    ","커피숍","","","","","","","","","","","","","N","39.78","","",""
"3030000","3030000-104-2024-00025","2024-03-05              ","01","영업/정상","01","영업","                        ","","34.59","133-823   ","서울특별시 성동구 성수동1가 656-505 ","서울특별시 성동구 뚝섬로1길 10, 1층 (성수동1가)","04779","카페다즐(Cafe Dazzle)","2024-03-05 13:37:13","I","2025-12-15 16:15:28","커피숍","204040.421674852    ","448875.451779475    ","커피숍","","","","","","","","","","","","","N","34.59","","",""
"3030000","3030000-104-2016-00137","2016-08-31              ","03","폐업","02","폐업","2023-08-29              ","","71.00","133-832   ","서울특별시 성동구 성수동2가 281-3 ","서울특별시 성동구 광나루로 306, 1층 105호 (성수동2가)","04799","나인티쓰리 밀리언 마일즈(93 million miles)","2023-08-29 09:06:41","I","2025-12-15 16:15:28","커피숍","205569.587000765    ","449519.364097061    ","커피숍","","","","","","","","","","","","","N","71","","",""
"3030000","3030000-104-2023-00130","2023-09-22              ","03","폐업","02","폐업","2024-05-22              ","","99.20","133-831   ","서울특별시 성동구 성수동2가 273-13 태광산업 ","서울특별시 성동구 연무장15길 11, 태광산업 가(A)동 1층 (성수동2가)","04783","킷사앤사보","2024-05-22 17:36:57","I","2025-12-15 16:15:28","커피숍","205167.535545926    ","448920.682564138    ","커피숍","","","","","","","","","","","","","N","99.2","","",""
"3030000","3030000-104-2023-00134","2023-09-26              ","03","폐업","02","폐업","2025-03-17              ","","46.28","133-839   ","서울특별시 성동구 옥수동 285-8 ","서울특별시 성동구 한림말3길 29, 1층 1호 (옥수동)","04735","쪼륵(zzorc)","2025-03-17 16:00:12","I","2025-12-15 16:15:28","커피숍","201282.403547495    ","449041.125143002    ","커피숍","","","","","","","","","","","","","N","46.28","","",""
"3030000","3030000-104-2018-00052","2018-04-12              ","01","영업/정상","01","영업","                        ","0222821928","88.08","133-825   ","서울특별시 성동구 성수동1가 671-6 서울숲IT캐슬 ","서울특별시 성동구 광나루로 130, 서울숲IT캐슬 1층 104호 (성수동1가)","04788","셀렉토커피 서울숲 IT캐슬점","2018-06-04 13:26:41","I","2025-12-15 16:15:28","커피숍","203887.185047227    ","449860.057407228    ","커피숍","","","","","","","","","","","","","N","88.08","","",""
"3030000","3030000-104-2008-00072","2008-12-05              ","03","폐업","02","폐업","2018-03-26              ","07075683100","220.80","133-871   ","서울특별시 성동구 행당동 4-36 지상2층 ","서울특별시 성동구 마조로 27 (행당동,지상2층)","04760","엔젤앤빈스커피","2018-03-26 15:42:19","I","2025-12-15 16:15:28","커피숍","203546.270142227    ","450886.346667349    ","커피숍","","","","","","","","","","","","","Y","220.8","","",""
"3030000","3030000-104-2012-00083","2012-10-26              ","03","폐업","02","폐업","2021-12-28              ","024621107","10.00","133-827   ","서울특별시 성동구 성수동2가 325-14 지상1층 ","서울특별시 성동구 성수이로 60-1, 지상1층 (성수동2가, 325-14)","     ","리터커피","2021-12-28 10:35:22","I","2025-12-15 16:15:28","커피숍","204850.586666667    ","448691.472666666    ","커피숍","","","","","","","","","","","","","N","10","","",""
"3030000","3030000-104-2024-00029","2024-03-08              ","01","영업/정상","01","영업","                        ","","26.93","133-010   ","서울특별시 성동구 상왕십리동 811 텐즈힐 ","서울특별시 성동구 마장로 137, 402동 217호 (상왕십리동, 텐즈힐)","04700","512 디저트","2024-03-08 15:15:30","I","2025-12-15 16:15:28","커피숍","202113.869605464    ","451897.581865192    ","커피숍","","","","","","","","","","","","","N","26.93","","",""
"3030000","3030000-104-2024-00021","2024-02-19              ","01","영업/정상","01","영업","                        ","","58.21","133-832   ","서울특별시 성동구 성수동2가 280 성수 SK V1 CENTER I ","서울특별시 성동구 아차산로17길 48, 성수 SK V1 CENTER I 1층 R123호 (성수동2가)","04799","바나프레소 성수낙낙점","2024-02-19 16:14:03","I","2025-12-15 16:15:28","커피숍","205773.876761108    ","449380.832285638    ","커피숍","","","","","","","","","","","","","N","58.21","","",""
"3030000","3030000-104-2009-00088","2009-09-17              ","01","영업/정상","01","영업","                        ","029270619","33.00","133-833   ","서울특별시 성동구 성수동2가 299-200 성광빌딩 ","서울특별시 성동구 아차산로7길 29, 1층 (성수동2가)","04792","카페아모렘","2023-01-30 15:07:07","I","2025-12-15 16:15:28","커피숍","204802.374891148    ","449515.862983835    ","커피숍","","","","","상수도전용","","","","","","","","N","33","","",""
"3030000","3030000-104-2012-00024","2012-03-16              ","03","폐업","02","폐업","2013-02-26              ","","12.43","133-870   ","서울특별시 성동구 행당동 322-175 ","서울특별시 성동구 고산자로 179, 1층 (행당동, 행당동 322-175)","04716","비카페","2012-03-16 11:25:58","I","2025-12-15 16:15:28","커피숍","202929.529775392    ","450434.139576702    ","커피숍","","","","","","","","","","","","","N","12.43","","",""
"3030000","3030000-104-2023-00051","2023-04-13              ","01","영업/정상","01","영업","                        ","","23.10","133-866   ","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 135호 (행당동)","04750","컴포즈커피 왕십리역사점","2024-02-16 14:53:07","I","2025-12-15 16:15:28","커피숍","203321.562330114    ","451001.868687869    ","커피숍","","","","","","","","","","","","","N","23.1","","",""
"3030000","3030000-104-2020-00026","2020-02-17              ","01","영업/정상","01","영업","                        ","","25.31","133-822   ","서울특별시 성동구 성수동1가 13-309 ","서울특별시 성동구 상원6나길 14, 1층 101호 (성수동1가)","04790","세라몬테","2025-06-18 13:36:20","I","2025-12-15 16:15:28","커피숍","204311.837361472    ","449552.062848998    ","커피숍","","","","","","","","","","","","","N","25.31","","",""
"3030000","3030000-104-2017-00161","2017-09-12              ","03","폐업","02","폐업","2019-03-27              ","","56.12","133-831   ","서울특별시 성동구 성수동2가 273-13 가동 C101~호","서울특별시 성동구 연무장15길 11, 가동 1층 C101~C102호 (성수동2가, 에스팩토리 )","04783","티라레미수(성수에스팩토리점)","2019-03-27 11:40:14","I","2025-12-15 16:15:28","커피숍","205167.535545926    ","448920.682564138    ","커피숍","","","","","","","","","","","","","N","56.12","","",""
"3030000","3030000-104-2017-00157","2017-09-01              ","03","폐업","02","폐업","2021-10-26              ","0222961972","12.18","133-801   ","서울특별시 성동구 금호동1가 1794 101호","서울특별시 성동구 독서당로51길 15, 101호 (금호동1가)","04718","그립지카페","2021-10-26 09:37:55","I","2025-12-15 16:15:28","커피숍","202268.057488147    ","449688.912030643    ","커피숍","","","","","상수도전용","","","","","","","","N","12.18","","",""
"3030000","3030000-104-2022-00119","2022-09-13              ","01","영업/정상","01","영업","                        ","","83.45","133-828   ","서울특별시 성동구 성수동2가 336-1 ","서울특별시 성동구 뚝섬로 390, 1층 (성수동2가)","04775","원스카페","2022-10-06 14:20:00","I","2025-12-15 16:15:28","커피숍","204694.438257796    ","448519.399996312    ","커피숍","","","","","","","","","","","","","N","83.45","","",""
"3030000","3030000-104-2019-00023","2019-02-25              ","03","폐업","02","폐업","2019-08-12              ","","181.37","133-827   ","서울특별시 성동구 성수동2가 321-70 태진섬유 ","서울특별시 성동구 성수이로7가길 13, 1층 (성수동2가)","04781","담향","2019-08-12 09:21:25","I","2025-12-15 16:15:28","커피숍","204793.9495215      ","448802.099081944    ","커피숍","","","","","","","","","","","","","N","181.37","","",""
"3030000","3030000-104-2018-00048","2018-04-10              ","03","폐업","02","폐업","2020-05-11              ","","60.00","133-800   ","서울특별시 성동구 금호동1가 167-49 ","서울특별시 성동구 행당로1길 7, 1층 (금호동1가)","04721","커피에 반하다 서울금북초점","2020-05-11 09:05:22","I","2025-12-15 16:15:28","커피숍","202017.569479514    ","450440.682255201    ","커피숍","","","","","","","","","","","","","N","60","","",""
"3030000","3030000-104-2011-00056","2011-08-12              ","03","폐업","02","폐업","2011-08-12              ","0202430242","98.01","133-825   ","서울특별시 성동구 성수동1가 685-696 갤러리아포레 104호(지상1층) ","","     ","디초콜릿커피 서울숲점","2011-09-01 10:41:55","I","2025-12-15 16:15:28","커피숍","203684.281166499    ","449280.97521227     ","커피숍","","","","","","","","","","","","","N","98.01","","",""
"3030000","3030000-104-2017-00106","2017-06-23              ","03","폐업","02","폐업","2019-10-15              ","","98.97","133-866   ","서울특별시 성동구 행당동 196-16 ","서울특별시 성동구 왕십리광장로 10, 지하1,1,2층 (행당동)","04751","미도심(Medosim)","2019-10-15 15:51:28","I","2025-12-15 16:15:28","커피숍","203144.416168769    ","450973.832396663    ","커피숍","","","","","","","","","","","","","N","98.97","","",""
"3030000","3030000-104-2021-00052","2021-04-16              ","03","폐업","02","폐업","2022-09-20              ","","302.60","133-834   ","서울특별시 성동구 성수동2가 300-11 에프투텔레콤 ","서울특별시 성동구 아차산로 83, 1층 (성수동2가)","04793","쿠베이커","2022-09-20 16:41:34","I","2025-12-15 16:15:28","커피숍","204647.997823399    ","449267.827408097    ","커피숍","","","","","","","","","","","","","N","302.6","","",""
"3030000","3030000-104-2012-00025","2012-03-23              ","03","폐업","02","폐업","2016-04-15              ","0222991905","99.00","133-882   ","서울특별시 성동구 도선동 39-1 ","서울특별시 성동구 무학로2길 54, 1층 (도선동, 39-1)","     ","드코닝","2016-03-21 15:39:07","I","2025-12-15 16:15:28","커피숍","203033.815491943    ","451096.333215396    ","커피숍","","","","","","","","","","","","","N","99","","",""
"3030000","3030000-104-2017-00028","2017-02-23              ","03","폐업","02","폐업","2020-11-26              ","","43.70","133-855   ","서울특별시 성동구 하왕십리동 700 ","서울특별시 성동구 왕십리로 410, G동 1층 101호 (하왕십리동, 센트라스상가)","04701","또아(TTOA)","2020-11-26 16:19:57","I","2025-12-15 16:15:28","커피숍","202372.912023599    ","451536.680876573    ","커피숍","","","","","","","","","","","","","N","43.7","","",""
"3030000","3030000-104-2025-00018","2025-02-12              ","01","영업/정상","01","영업","                        ","024622387","37.00","133-822   ","서울특별시 성동구 성수동1가 13-9 ","서울특별시 성동구 광나루로 180, 1층 (성수동1가)","04791","로우커피스탠드 성수 3호점","2026-01-02 14:53:17","I","2026-01-03 22:18:00","커피숍","204354.514067225    ","449861.844148934    ","커피숍","","","","","","","","","","","","","N","37","","",""
"3030000","3030000-104-2022-00010","2022-02-14              ","03","폐업","02","폐업","2023-10-27              ","","181.37","133-827   ","서울특별시 성동구 성수동2가 321-70 태진섬유 ","서울특별시 성동구 성수이로7가길 13, 1층 (성수동2가)","04781","잇덴굿 성수점","2023-10-27 11:28:34","I","2025-12-15 16:15:28","커피숍","204793.9495215      ","448802.099081944    ","커피숍","","","","","","","","","","","","","N","181.37","","",""
"3030000","3030000-104-2017-00084","2017-05-24              ","01","영업/정상","01","영업","                        ","0222001636","82.00","133-866   ","서울특별시 성동구 행당동 168-151 ","서울특별시 성동구 왕십리광장로 17, 6층 (행당동, 왕십리 민자역사)","04750","포시즌휘트니스","2017-05-24 12:07:33","I","2025-12-15 16:15:28","커피숍","203321.562330114    ","451001.868687869    ","커피숍","","","","","","","","","","","","","N","82","","",""
"3030000","3030000-104-2017-00020","2017-02-03              ","03","폐업","02","폐업","2024-11-01              ","0204384201","39.21","133-825   ","서울특별시 성동구 성수동1가 685-450 ","서울특별시 성동구 서울숲2길 18-11, 1층 (성수동1가)","04768","맛차차(matchacha)","2024-11-01 14:01:17","I","2025-12-15 16:15:28","커피숍","203520.351688406    ","449396.290427768    ","커피숍","","","","","","","","","","","","","N","39.21","","",""
"3030000","3030000-104-2023-00032","2023-03-02              ","01","영업/정상","01","영업","                        ","","21.41","133-020   ","서울특별시 성동구 하왕십리동 1066 텐즈힐 ","서울특별시 성동구 무학로 33, 152동 지1층 비106호 (하왕십리동, 텐즈힐)","04702","라따뚜이 케이크","2023-03-02 12:06:15","I","2025-12-15 16:15:28","커피숍","202401.066045195    ","451809.190992068    ","커피숍","","","","","","","","","","","","","N","21.41","","",""
"3030000","3030000-104-2022-00160","2022-12-12              ","03","폐업","02","폐업","2025-01-15              ","","35.00","133-837   ","서울특별시 성동구 송정동 73-827 ","서울특별시 성동구 송정4가길 44, 지1층 1호 (송정동)","04801","오공서울(ooooo.seoul)","2025-01-15 17:45:39","I","2025-12-15 16:15:28","커피숍","205791.128461373    ","449841.714919791    ","커피숍","","","","","","","","","","","","","N","35","","",""
"3030000","3030000-104-2021-00003","2021-01-04              ","03","폐업","02","폐업","2025-01-31              ","","41.16","133-883   ","서울특별시 성동구 도선동 330 ","서울특별시 성동구 무학로6길 22, 1층 (도선동)","04707","더 스트레인지 베이커리 룸(레벨커피바)","2025-01-31 11:41:43","I","2025-12-15 16:15:28","커피숍","202802.643815363    ","451416.999500534    ","커피숍","","","","","","","","","","","","","N","41.16","","",""
"3030000","3030000-104-2022-00164","2022-12-15              ","03","폐업","02","폐업","2023-11-10              ","","28.00","133-826   ","서울특별시 성동구 성수동2가 221-17 ","서울특별시 성동구 성덕정길 130, 1층 (성수동2가)","04777","GLU(글루)","2023-11-10 11:24:02","I","2025-12-15 16:15:28","커피숍","205035.786794428    ","448251.11243125     ","커피숍","","","","","","","","","","","","","N","28","","",""
"3030000","3030000-104-2022-00093","2022-07-08              ","03","폐업","02","폐업","2025-02-12              ","","35.00","133-822   ","서울특별시 성동구 성수동1가 13-9 ","서울특별시 성동구 광나루로 180, 1층 (성수동1가)","04791","로우커피스탠드","2025-02-12 13:18:49","I","2025-12-15 16:15:28","커피숍","204354.514067225    ","449861.844148934    ","커피숍","","","","","","","","","","","","","N","35","","",""
"3030000","3030000-104-2011-00062","2011-09-16              ","03","폐업","02","폐업","2013-09-06              ","","24.20","133-070   ","서울특별시 성동구 행당동 349 한신상가 B04호(지하1층) ","","     ","봉카페(Bon Cafe)","2011-10-13 15:02:05","I","2025-12-15 16:15:28","커피숍","203133.802372323    ","450318.174459546    ","커피숍","","","","","","","","","","","","","N","24.2","","",""
"3030000","3030000-104-2023-00036","2023-03-16              ","01","영업/정상","01","영업","                        ","","95.00","133-823   ","서울특별시 성동구 성수동1가 656-591 서울숲A타워 ","서울특별시 성동구 상원1길 26, 서울숲A타워 1층 104호, 105호 (성수동1가)","04779","아이에떼 커피 성수점(Ae ete coffee)","2023-03-16 14:58:11","I","2025-12-15 16:15:28","커피숍","204229.703739897    ","449325.484843723    ","커피숍","","","","","","","","","","","","","N","95","","",""
